,extraversion,neuroticism,agreeableness,conscientiousness,interview,openness,id,split,YouTubeID,Ethnicity,Gender,age_group,gender_eth,gender_age,extraversion_binary,neuroticism_binary,agreeableness_binary,conscientiousness_binary,openness_binary,interview_binary
16,0.4672897196261683,0.4375,0.4065934065934066,0.4563106796116505,0.35514018691588783,0.6555555555555556,M5_x5J-H2I0.003.mp4,training,M5_x5J-H2I0,1,2,1,2_1,2_1,0,0,0,0,1,0
17,0.4299065420560748,0.35416666666666663,0.5384615384615384,0.6504854368932039,0.5046728971962616,0.5666666666666667,w_ExyXsnw2A.000.mp4,training,w_ExyXsnw2A,1,2,1,2_1,2_1,0,0,0,1,1,1
18,0.6542056074766356,0.5416666666666666,0.5714285714285714,0.6213592233009709,0.5887850467289719,0.6444444444444444,DnTtbAR_Qyw.004.mp4,training,DnTtbAR_Qyw,1,2,1,2_1,2_1,1,1,1,1,1,1
19,0.6355140186915887,0.6979166666666666,0.4615384615384615,0.47572815533980584,0.4859813084112149,0.6777777777777777,rIHcq2E67Nc.005.mp4,training,rIHcq2E67Nc,1,2,1,2_1,2_1,1,1,0,0,1,0
20,0.663551401869159,0.65625,0.8021978021978021,0.6116504854368932,0.719626168224299,0.711111111111111,De4i7-FX9Og.004.mp4,training,De4i7-FX9Og,1,2,1,2_1,2_1,1,1,1,1,1,1
21,0.1588785046728972,0.2395833333333333,0.18681318681318684,0.31067961165048547,0.21495327102803735,0.33333333333333337,cA43Gfcg0QA.000.mp4,training,cA43Gfcg0QA,1,2,2,2_1,2_2,0,0,0,0,0,0
22,0.24299065420560748,0.20833333333333331,0.5054945054945055,0.3980582524271845,0.27102803738317754,0.43333333333333335,pZxqWp0e-Ik.000.mp4,training,pZxqWp0e-Ik,1,1,1,1_1,1_1,0,0,0,0,0,0
23,0.4953271028037384,0.65625,0.5604395604395604,0.3980582524271845,0.5046728971962616,0.6777777777777777,D3AomvNhR1k.003.mp4,training,D3AomvNhR1k,1,1,1,1_1,1_1,1,1,1,0,1,1
24,0.4672897196261683,0.5729166666666666,0.5714285714285714,0.4077669902912622,0.5700934579439252,0.6,Fi1ILrwQpSY.003.mp4,training,Fi1ILrwQpSY,1,1,1,1_1,1_1,0,1,1,0,1,1
25,0.2710280373831776,0.5,0.5714285714285714,0.6019417475728155,0.5420560747663551,0.4666666666666667,Xfmu-7JuDGg.002.mp4,training,Xfmu-7JuDGg,1,1,2,1_1,1_2,0,0,1,1,0,1
26,0.6261682242990655,0.6875,0.6153846153846153,0.5145631067961165,0.5887850467289719,0.7999999999999999,YzNbGMNr3z0.001.mp4,training,YzNbGMNr3z0,1,2,1,2_1,2_1,1,1,1,0,1,1
27,0.28037383177570097,0.6145833333333333,0.5934065934065933,0.4077669902912622,0.46728971962616817,0.7999999999999999,aFVFvJNnFt0.000.mp4,training,aFVFvJNnFt0,1,1,1,1_1,1_1,0,1,1,0,1,0
28,0.24299065420560748,0.18749999999999997,0.29670329670329665,0.22330097087378642,0.22429906542056074,0.2777777777777778,cgT-3CHBmKs.000.mp4,training,cgT-3CHBmKs,1,1,1,1_1,1_1,0,0,0,0,0,0
29,0.2710280373831776,0.42708333333333337,0.4505494505494505,0.36893203883495146,0.29906542056074764,0.3666666666666667,P_wDFLJnW-o.004.mp4,training,P_wDFLJnW-o,1,1,1,1_1,1_1,0,0,0,0,0,0
30,0.4299065420560748,0.5833333333333333,0.6043956043956044,0.47572815533980584,0.514018691588785,0.5222222222222223,t0_DAgeU4nM.002.mp4,training,t0_DAgeU4nM,1,1,1,1_1,1_1,0,1,1,0,0,1
31,0.4299065420560748,0.28125,0.4615384615384615,0.22330097087378642,0.3831775700934579,0.4,TTuysItuSdo.004.mp4,training,TTuysItuSdo,1,1,1,1_1,1_1,0,0,0,0,0,0
32,0.38317757009345793,0.4166666666666667,0.4725274725274725,0.5145631067961165,0.46728971962616817,0.5111111111111111,nUbhRInpVbA.004.mp4,training,nUbhRInpVbA,1,1,1,1_1,1_1,0,0,0,0,0,0
33,0.39252336448598135,0.46875,0.6373626373626373,0.5048543689320388,0.6074766355140186,0.5222222222222223,kL-CeaXG9jM.004.mp4,training,kL-CeaXG9jM,1,1,2,1_1,1_2,0,0,1,0,0,1
34,0.4299065420560748,0.5,0.3956043956043956,0.6116504854368932,0.5607476635514018,0.6,Znixev2a1AI.000.mp4,training,Znixev2a1AI,1,2,2,2_1,2_2,0,0,0,1,1,1
35,0.4205607476635514,0.6041666666666666,0.6373626373626373,0.6796116504854369,0.5887850467289719,0.4444444444444445,zNHM8iNyTO4.005.mp4,training,zNHM8iNyTO4,1,1,2,1_1,1_2,0,1,1,1,0,1
36,0.29906542056074764,0.37499999999999994,0.32967032967032966,0.3883495145631068,0.2803738317757009,0.4444444444444445,zFVjcb45pjI.002.mp4,training,zFVjcb45pjI,1,2,1,2_1,2_1,0,0,0,0,0,0
37,0.2897196261682243,0.3645833333333333,0.4175824175824176,0.42718446601941745,0.27102803738317754,0.34444444444444444,0n2vWTs6XwA.001.mp4,training,0n2vWTs6XwA,1,1,2,1_1,1_2,0,0,0,0,0,0
38,0.5420560747663552,0.53125,0.3846153846153846,0.3980582524271845,0.4953271028037382,0.611111111111111,FoWuHvikyqU.004.mp4,training,FoWuHvikyqU,1,2,1,2_1,2_1,1,1,0,0,1,0
39,0.19626168224299068,0.20833333333333331,0.2747252747252747,0.2621359223300971,0.21495327102803735,0.2777777777777778,6CRet5sD6xI.003.mp4,training,6CRet5sD6xI,1,1,1,1_1,1_1,0,0,0,0,0,0
40,0.4018691588785047,0.40625000000000006,0.3736263736263736,0.35922330097087385,0.35514018691588783,0.3777777777777778,7s3itKIXww0.002.mp4,training,7s3itKIXww0,1,1,2,1_1,1_2,0,0,0,0,0,0
41,0.4579439252336449,0.6145833333333333,0.5054945054945055,0.3883495145631068,0.5046728971962616,0.5333333333333333,X7S71Som15M.002.mp4,training,X7S71Som15M,1,1,1,1_1,1_1,0,1,0,0,0,1
42,0.4579439252336449,0.5,0.5934065934065933,0.4951456310679611,0.5327102803738317,0.6333333333333333,RbX4q4KceVk.004.mp4,training,RbX4q4KceVk,1,2,2,2_1,2_2,0,0,1,0,1,1
43,0.47663551401869164,0.4479166666666667,0.5054945054945055,0.42718446601941745,0.4953271028037382,0.5,ySEeioc339E.004.mp4,training,ySEeioc339E,1,2,1,2_1,2_1,1,0,0,0,0,0
44,0.6448598130841123,0.6875,0.5714285714285714,0.6699029126213591,0.616822429906542,0.7,54TGLGvIm_8.003.mp4,training,54TGLGvIm_8,1,1,2,1_1,1_2,1,1,1,1,1,1
45,0.4392523364485981,0.5520833333333334,0.5054945054945055,0.4951456310679611,0.47663551401869153,0.5777777777777777,cLaZxEf1nE4.001.mp4,training,cLaZxEf1nE4,1,2,1,2_1,2_1,0,1,0,0,1,0
46,0.5327102803738318,0.6041666666666666,0.4285714285714285,0.5728155339805825,0.46728971962616817,0.6222222222222222,On2c_8sU8Vw.002.mp4,training,On2c_8sU8Vw,1,2,1,2_1,2_1,1,1,0,1,1,0
47,0.8411214953271028,0.7916666666666667,0.6923076923076923,0.8543689320388351,0.8691588785046729,0.7,rqfvIjzegpI.000.mp4,training,rqfvIjzegpI,1,2,1,2_1,2_1,1,1,1,1,1,1
48,0.5233644859813085,0.5208333333333334,0.6923076923076923,0.5145631067961165,0.5327102803738317,0.5333333333333333,kDJigDGDJTo.003.mp4,training,kDJigDGDJTo,1,1,1,1_1,1_1,1,1,1,0,0,1
49,0.5700934579439253,0.45833333333333337,0.4725274725274725,0.4660194174757281,0.4205607476635514,0.5555555555555556,1hpZ2ecWqtI.002.mp4,training,1hpZ2ecWqtI,1,2,2,2_1,2_2,1,0,0,0,0,0
50,0.7102803738317757,0.7708333333333334,0.6813186813186812,0.7864077669902914,0.8037383177570093,0.7777777777777777,9yZEb6bdxNY.000.mp4,training,9yZEb6bdxNY,1,2,1,2_1,2_1,1,1,1,1,1,1
51,0.5981308411214954,0.6145833333333333,0.3846153846153846,0.5048543689320388,0.514018691588785,0.6888888888888889,f0LnGz5Z6kA.002.mp4,training,f0LnGz5Z6kA,1,1,1,1_1,1_1,1,1,0,0,1,1
52,0.5233644859813085,0.4895833333333333,0.5824175824175825,0.42718446601941745,0.4485981308411215,0.5333333333333333,ASDpn9yOYAo.002.mp4,training,ASDpn9yOYAo,1,1,1,1_1,1_1,1,0,1,0,0,0
53,0.5514018691588786,0.5,0.5274725274725275,0.6504854368932039,0.5887850467289719,0.7444444444444444,--Ymqszjv54.001.mp4,training,--Ymqszjv54,1,1,1,1_1,1_1,1,0,0,1,1,1
54,0.4485981308411215,0.5,0.4615384615384615,0.4174757281553398,0.4205607476635514,0.5111111111111111,Q43qO4HC6mA.000.mp4,training,Q43qO4HC6mA,1,2,2,2_1,2_2,0,0,0,0,0,0
55,0.4672897196261683,0.6145833333333333,0.6923076923076923,0.4174757281553398,0.616822429906542,0.5666666666666667,HH03EXo0TB0.004.mp4,training,HH03EXo0TB0,1,1,2,1_1,1_2,0,1,1,0,1,1
56,0.5140186915887851,0.59375,0.5714285714285714,0.5631067961165048,0.5607476635514018,0.6222222222222222,8PXQ_5tUv74.001.mp4,training,8PXQ_5tUv74,1,2,2,2_1,2_2,1,1,1,1,1,1
57,0.47663551401869164,0.53125,0.6263736263736264,0.6699029126213591,0.5420560747663551,0.6,eFzN_frNW8g.002.mp4,training,eFzN_frNW8g,1,2,2,2_1,2_2,1,1,1,1,1,1
58,0.5514018691588786,0.53125,0.6593406593406592,0.47572815533980584,0.5700934579439252,0.6333333333333333,nR0h3WFbPfA.004.mp4,training,nR0h3WFbPfA,1,2,1,2_1,2_1,1,1,1,0,1,1
59,0.4392523364485981,0.42708333333333337,0.5604395604395604,0.3495145631067961,0.40186915887850466,0.5111111111111111,p6UMx8dwHZQ.000.mp4,training,p6UMx8dwHZQ,2,1,1,1_2,1_1,0,0,1,0,0,0
60,0.7663551401869159,0.6770833333333334,0.7142857142857143,0.6796116504854369,0.719626168224299,0.8777777777777777,jq1dLOVUQJA.000.mp4,training,jq1dLOVUQJA,1,1,1,1_1,1_1,1,1,1,1,1,1
61,0.6168224299065421,0.65625,0.6263736263736264,0.6990291262135921,0.5887850467289719,0.7777777777777777,w989xx44UQI.003.mp4,training,w989xx44UQI,1,2,1,2_1,2_1,1,1,1,1,1,1
62,0.39252336448598135,0.5625,0.6923076923076923,0.6893203883495147,0.6355140186915886,0.4444444444444445,6TkMavTyimI.005.mp4,training,6TkMavTyimI,1,1,2,1_1,1_2,0,1,1,1,0,1
63,0.5420560747663552,0.6145833333333333,0.7472527472527474,0.6019417475728155,0.6635514018691588,0.711111111111111,0hWbtuRVUgM.001.mp4,training,0hWbtuRVUgM,1,1,1,1_1,1_1,1,1,1,1,1,1
64,0.4392523364485981,0.39583333333333337,0.5164835164835165,0.5048543689320388,0.46728971962616817,0.6666666666666666,ax8wm9K41og.000.mp4,training,ax8wm9K41og,1,2,2,2_1,2_2,0,0,0,0,1,0
65,0.663551401869159,0.7500000000000001,0.7582417582417583,0.6601941747572816,0.6915887850467289,0.711111111111111,eXtskPoi58A.000.mp4,training,eXtskPoi58A,1,1,1,1_1,1_1,1,1,1,1,1,1
66,0.6261682242990655,0.6666666666666667,0.6153846153846153,0.36893203883495146,0.5700934579439252,0.5,7wsksuXYoMY.001.mp4,training,7wsksuXYoMY,1,1,1,1_1,1_1,1,1,1,0,0,1
67,0.5046728971962617,0.59375,0.6043956043956044,0.4174757281553398,0.4859813084112149,0.611111111111111,-9BZ8A9U7TE.004.mp4,training,-9BZ8A9U7TE,1,2,1,2_1,2_1,1,1,1,0,1,0
68,0.4112149532710281,0.5,0.6923076923076923,0.5436893203883495,0.47663551401869153,0.5222222222222223,alucqviYJFE.003.mp4,training,alucqviYJFE,1,1,1,1_1,1_1,0,0,1,1,0,0
69,0.38317757009345793,0.37499999999999994,0.4725274725274725,0.31067961165048547,0.40186915887850466,0.4222222222222222,ZO5JoyVTat8.005.mp4,training,ZO5JoyVTat8,1,1,2,1_1,1_2,0,0,0,0,0,0
70,0.663551401869159,0.8020833333333334,0.7472527472527474,0.8058252427184466,0.7476635514018691,0.7,5f6s8cwA7WQ.005.mp4,training,5f6s8cwA7WQ,1,1,2,1_1,1_2,1,1,1,1,1,1
71,0.13084112149532712,0.4791666666666667,0.4945054945054945,0.6699029126213591,0.514018691588785,0.38888888888888895,59Smv7wl--w.005.mp4,training,59Smv7wl--w,1,1,2,1_1,1_2,0,0,0,1,0,1
72,0.588785046728972,0.65625,0.6263736263736264,0.6893203883495147,0.5794392523364486,0.6444444444444444,9o10YrQykMk.000.mp4,training,9o10YrQykMk,1,2,1,2_1,2_1,1,1,1,1,1,1
73,0.29906542056074764,0.2395833333333333,0.4615384615384615,0.35922330097087385,0.3177570093457943,0.38888888888888895,Fz1BcPpjNXY.001.mp4,training,Fz1BcPpjNXY,1,1,1,1_1,1_1,0,0,0,0,0,0
74,0.6074766355140188,0.5520833333333334,0.7252747252747254,0.6601941747572816,0.6355140186915886,0.6444444444444444,KLY518hfGhU.001.mp4,training,KLY518hfGhU,1,2,1,2_1,2_1,1,1,1,1,1,1
75,0.10280373831775697,0.15624999999999994,0.2747252747252747,0.1941747572815534,0.22429906542056074,0.3,yOzHZOg95Ug.005.mp4,training,yOzHZOg95Ug,1,1,1,1_1,1_1,0,0,0,0,0,0
76,0.6542056074766356,0.7291666666666667,0.5494505494505494,0.5339805825242718,0.5981308411214953,0.6888888888888889,nOFHZ_s7Et4.001.mp4,training,nOFHZ_s7Et4,1,2,1,2_1,2_1,1,1,1,1,1,1
77,0.6261682242990655,0.8125000000000001,0.6153846153846153,0.6796116504854369,0.719626168224299,0.8555555555555554,U22Jy0m5xSQ.005.mp4,training,U22Jy0m5xSQ,1,2,1,2_1,2_1,1,1,1,1,1,1
78,0.6728971962616823,0.7916666666666667,0.7142857142857143,0.7572815533980582,0.6915887850467289,0.922222222222222,YGrCXe2-fVk.004.mp4,training,YGrCXe2-fVk,1,2,1,2_1,2_1,1,1,1,1,1,1
79,0.39252336448598135,0.39583333333333337,0.5714285714285714,0.5825242718446602,0.4953271028037382,0.5111111111111111,T4eZ81aJwJI.003.mp4,training,T4eZ81aJwJI,1,1,2,1_1,1_2,0,0,1,1,0,0
80,0.30841121495327106,0.2708333333333333,0.4615384615384615,0.3300970873786408,0.3177570093457943,0.33333333333333337,3JzvXA-Zfbs.002.mp4,training,3JzvXA-Zfbs,1,2,1,2_1,2_1,0,0,0,0,0,0
81,0.7196261682242993,0.7604166666666666,0.6703296703296703,0.6504854368932039,0.7289719626168224,0.6,cFGjJg-2zOk.002.mp4,training,cFGjJg-2zOk,1,1,1,1_1,1_1,1,1,1,1,1,1
82,0.4205607476635514,0.625,0.6153846153846153,0.6407766990291262,0.5794392523364486,0.5555555555555556,3AyjQQYmqU4.000.mp4,training,3AyjQQYmqU4,2,1,1,1_2,1_1,0,1,1,1,0,1
83,0.39252336448598135,0.5625,0.5604395604395604,0.5339805825242718,0.4859813084112149,0.45555555555555555,F0VbEO_0Ybc.000.mp4,training,F0VbEO_0Ybc,1,1,1,1_1,1_1,0,1,1,1,0,0
84,0.5140186915887851,0.625,0.7252747252747254,0.5339805825242718,0.6074766355140186,0.711111111111111,41NNb7cucVo.002.mp4,training,41NNb7cucVo,2,2,1,2_2,2_1,1,1,1,1,1,1
85,0.4205607476635514,0.34374999999999994,0.4285714285714285,0.5922330097087379,0.40186915887850466,0.4666666666666667,Ay7bZ7Sgx9Q.001.mp4,training,Ay7bZ7Sgx9Q,1,2,2,2_1,2_2,0,0,0,1,0,0
86,0.30841121495327106,0.34374999999999994,0.4835164835164835,0.36893203883495146,0.23364485981308408,0.3555555555555556,Hklc55y7vUI.000.mp4,training,Hklc55y7vUI,1,1,1,1_1,1_1,0,0,0,0,0,0
87,0.4205607476635514,0.37499999999999994,0.3846153846153846,0.2912621359223301,0.33644859813084105,0.4222222222222222,40rn4A64Bdk.001.mp4,training,40rn4A64Bdk,1,2,2,2_1,2_2,0,0,0,0,0,0
88,0.7289719626168225,0.8541666666666667,0.824175824175824,0.6310679611650486,0.7663551401869158,0.7555555555555554,YzcZY1mUZfc.001.mp4,training,YzcZY1mUZfc,1,2,1,2_1,2_1,1,1,1,1,1,1
89,0.2710280373831776,0.3854166666666667,0.32967032967032966,0.27184466019417475,0.22429906542056074,0.45555555555555555,za14O68VN3E.001.mp4,training,za14O68VN3E,1,1,1,1_1,1_1,0,0,0,0,0,0
90,0.5140186915887851,0.46875,0.5714285714285714,0.5436893203883495,0.5607476635514018,0.7,LBrmHHzyIiY.001.mp4,training,LBrmHHzyIiY,1,1,1,1_1,1_1,1,0,1,1,1,1
91,0.33644859813084116,0.46875,0.5494505494505494,0.36893203883495146,0.3644859813084112,0.5555555555555556,rvB9DYAKHpk.001.mp4,training,rvB9DYAKHpk,1,1,1,1_1,1_1,0,0,1,0,0,0
92,0.37383177570093457,0.5208333333333334,0.5274725274725275,0.4466019417475728,0.40186915887850466,0.45555555555555555,hIFNZ_ycngg.002.mp4,training,hIFNZ_ycngg,1,1,1,1_1,1_1,0,1,0,0,0,0
93,0.5607476635514019,0.5104166666666666,0.5934065934065933,0.3980582524271845,0.4485981308411215,0.7555555555555554,TNtcyfM9jak.003.mp4,training,TNtcyfM9jak,1,1,1,1_1,1_1,1,0,1,0,1,0
94,0.5981308411214954,0.6875,0.6483516483516484,0.6504854368932039,0.6355140186915886,0.6666666666666666,PRplbrM70sg.001.mp4,training,PRplbrM70sg,1,2,1,2_1,2_1,1,1,1,1,1,1
95,0.3271028037383178,0.3020833333333333,0.4615384615384615,0.2912621359223301,0.3644859813084112,0.5222222222222223,AVLEr0sYFhs.000.mp4,training,AVLEr0sYFhs,1,2,1,2_1,2_1,0,0,0,0,0,0
96,0.29906542056074764,0.34374999999999994,0.32967032967032966,0.3980582524271845,0.35514018691588783,0.22222222222222224,WD1WsbooU2w.001.mp4,training,WD1WsbooU2w,1,1,1,1_1,1_1,0,0,0,0,0,0
97,0.4579439252336449,0.4479166666666667,0.6593406593406592,0.4854368932038835,0.4579439252336448,0.5,tcmYlyeqwuI.004.mp4,training,tcmYlyeqwuI,1,2,1,2_1,2_1,0,0,1,0,0,0
98,0.4018691588785047,0.46875,0.5604395604395604,0.5922330097087379,0.4859813084112149,0.5,FZYN9ZFngFM.001.mp4,training,FZYN9ZFngFM,1,1,1,1_1,1_1,0,0,1,1,0,0
99,0.38317757009345793,0.5520833333333334,0.5714285714285714,0.6407766990291262,0.5514018691588785,0.5222222222222223,c7tczvW3_dQ.000.mp4,training,c7tczvW3_dQ,1,1,2,1_1,1_2,0,1,1,1,0,1
100,0.7009345794392524,0.6041666666666666,0.7252747252747254,0.4368932038834952,0.644859813084112,0.6666666666666666,eOUVFTqPeGk.002.mp4,training,eOUVFTqPeGk,1,2,1,2_1,2_1,1,1,1,0,1,1
101,0.4485981308411215,0.37499999999999994,0.4615384615384615,0.3980582524271845,0.3831775700934579,0.43333333333333335,3WmWJ1lNy-U.001.mp4,training,3WmWJ1lNy-U,1,2,1,2_1,2_1,0,0,0,0,0,0
102,0.6074766355140188,0.6041666666666666,0.5714285714285714,0.5339805825242718,0.6074766355140186,0.6555555555555556,HPEemWelY1E.000.mp4,training,HPEemWelY1E,1,2,1,2_1,2_1,1,1,1,1,1,1
103,0.25233644859813087,0.40625000000000006,0.6373626373626373,0.6601941747572816,0.46728971962616817,0.4,U9cidDFDTQE.001.mp4,training,U9cidDFDTQE,1,1,2,1_1,1_2,0,0,1,1,0,0
104,0.4205607476635514,0.53125,0.4505494505494505,0.4660194174757281,0.4485981308411215,0.5222222222222223,OMHlfDF99Mw.004.mp4,training,OMHlfDF99Mw,1,2,1,2_1,2_1,0,1,0,0,0,0
105,0.35514018691588783,0.42708333333333337,0.3736263736263736,0.2912621359223301,0.33644859813084105,0.5444444444444444,d4iSwRMV0bA.002.mp4,training,d4iSwRMV0bA,2,1,1,1_2,1_1,0,0,0,0,0,0
106,0.7196261682242993,0.5625,0.6703296703296703,0.4563106796116505,0.5327102803738317,0.5555555555555556,CLGJCzz6tIU.001.mp4,training,CLGJCzz6tIU,1,2,1,2_1,2_1,1,1,1,0,0,1
107,0.5233644859813085,0.6041666666666666,0.31868131868131866,0.4951456310679611,0.4205607476635514,0.6888888888888889,sBw7VHQ74SY.005.mp4,training,sBw7VHQ74SY,1,2,1,2_1,2_1,1,1,0,0,1,0
108,0.2710280373831776,0.20833333333333331,0.2857142857142857,0.33980582524271846,0.2897196261682243,0.5777777777777777,NpiglwrZzsA.004.mp4,training,NpiglwrZzsA,1,2,1,2_1,2_1,0,0,0,0,1,0
109,0.30841121495327106,0.28125,0.4065934065934066,0.2912621359223301,0.3177570093457943,0.3111111111111111,puLXzqUvm_U.003.mp4,training,puLXzqUvm_U,1,2,1,2_1,2_1,0,0,0,0,0,0
110,0.4485981308411215,0.4791666666666667,0.4615384615384615,0.4174757281553398,0.43925233644859807,0.5666666666666667,-awAu11kBZ0.000.mp4,training,-awAu11kBZ0,1,2,1,2_1,2_1,0,0,0,0,1,0
111,0.06542056074766356,0.12499999999999996,0.15384615384615383,0.0,0.028037383177570083,0.15555555555555559,iJGHwoJKEpA.002.mp4,training,iJGHwoJKEpA,2,2,2,2_2,2_2,0,0,0,0,0,0
112,0.5700934579439253,0.46875,0.5274725274725275,0.4077669902912622,0.40186915887850466,0.7444444444444444,62ngcaBjRCY.005.mp4,training,62ngcaBjRCY,1,2,2,2_1,2_2,1,0,0,0,1,0
113,0.37383177570093457,0.3645833333333333,0.4835164835164835,0.6116504854368932,0.4859813084112149,0.5444444444444444,TD2jIXMD-SM.001.mp4,training,TD2jIXMD-SM,1,2,1,2_1,2_1,0,0,0,1,0,0
114,0.36448598130841126,0.37499999999999994,0.5384615384615384,0.3883495145631068,0.4299065420560747,0.4666666666666667,2TMl5EMrdVI.002.mp4,training,2TMl5EMrdVI,1,2,2,2_1,2_2,0,0,0,0,0,0
115,0.4392523364485981,0.4895833333333333,0.4835164835164835,0.6699029126213591,0.5420560747663551,0.5666666666666667,1pm5uoU85FI.003.mp4,training,1pm5uoU85FI,1,1,2,1_1,1_2,0,0,0,1,1,1
116,0.33644859813084116,0.4791666666666667,0.31868131868131866,0.5533980582524272,0.3925233644859813,0.5888888888888889,rUGAiuYHNgE.000.mp4,training,rUGAiuYHNgE,1,2,1,2_1,2_1,0,0,0,1,1,0
117,0.2897196261682243,0.37499999999999994,0.5274725274725275,0.35922330097087385,0.3925233644859813,0.5222222222222223,WuHLxhCSnGs.004.mp4,training,WuHLxhCSnGs,1,1,1,1_1,1_1,0,0,0,0,0,0
118,0.5140186915887851,0.4895833333333333,0.5604395604395604,0.4660194174757281,0.4953271028037382,0.5666666666666667,Lt89YrQHF_w.002.mp4,training,Lt89YrQHF_w,1,1,1,1_1,1_1,1,0,1,0,1,0
119,0.7196261682242993,0.7708333333333334,0.7362637362637363,0.6699029126213591,0.7383177570093457,0.9111111111111111,mY1ZTvNVkSA.002.mp4,training,mY1ZTvNVkSA,1,1,1,1_1,1_1,1,1,1,1,1,1
120,0.4205607476635514,0.4375,0.3956043956043956,0.3786407766990291,0.37383177570093457,0.4888888888888889,orlXEgAepGo.003.mp4,training,orlXEgAepGo,1,2,1,2_1,2_1,0,0,0,0,0,0
121,0.2149532710280374,0.4166666666666667,0.30769230769230765,0.36893203883495146,0.2803738317757009,0.41111111111111115,LLP-oZfo8oE.002.mp4,training,LLP-oZfo8oE,1,1,1,1_1,1_1,0,0,0,0,0,0
122,0.2710280373831776,0.3125,0.3736263736263736,0.33980582524271846,0.2803738317757009,0.4444444444444445,UvX6ctu2ObM.002.mp4,training,UvX6ctu2ObM,1,1,1,1_1,1_1,0,0,0,0,0,0
